draws1,draws2,draws3,max,ismax1,ismax2,ismax3
143.6643564281145,54.865932568891175,69.04590877396174,143.6643564281145,1,0,0
292.99269624198337,69.32748564862237,92.07888320972518,292.99269624198337,1,0,0
204.85138236701403,60.402680836221705,77.91497222115821,204.85138236701403,1,0,0
250.05879200485626,65.13487614447156,85.40486522802885,250.05879200485626,1,0,0
211.66352566164147,61.10147265324942,79.02285355564501,211.66352566164147,1,0,0
234.50275999822225,63.50011693624001,82.81828148584279,234.50275999822225,1,0,0
237.30600529244046,63.7963415501388,83.28676515617418,237.30600529244046,1,0,0
193.53808962504985,59.27150108537718,76.11774380164282,193.53808962504985,1,0,0
324.7177781164145,71.96746790150678,96.33845369062564,324.7177781164145,1,0,0
264.8008908084555,66.64296082766793,87.79636083779397,264.8008908084555,1,0,0
304.7738509655055,70.35574116042918,93.73135379567397,304.7738509655055,1,0,0
288.61286207585397,68.93064210941982,91.44313917278876,288.61286207585397,1,0,0
242.78621764986903,64.37396707922639,84.20048265527764,242.78621764986903,1,0,0
297.35282615776146,69.71471931407717,92.70028084271858,297.35282615776146,1,0,0
171.0904511485027,57.16386637582743,72.75149520749176,171.0904511485027,1,0,0
195.43377105413649,59.458155935221804,76.41468450509507,195.43377105413649,1,0,0
151.61233661000279,55.50041165861156,70.07332914669264,151.61233661000279,1,0,0
213.30607315336522,61.27159120886672,79.29234832033691,213.30607315336522,1,0,0
220.54384874428973,62.027170303306185,80.48851645127996,220.54384874428973,1,0,0
206.5412411540002,60.574929908826896,78.18820473479745,206.5412411540002,1,0,0
273.703300154549,67.52258930989804,89.19530936313822,273.703300154549,1,0,0
216.967974656768,61.652770037304364,79.89594291362046,216.967974656768,1,0,0
207.796937819353,60.70341304702032,78.39194822433475,207.796937819353,1,0,0
236.88224093607977,63.7515833191301,83.21597647872163,236.88224093607977,1,0,0
185.01505077960485,58.44824325048562,74.80595892888283,185.01505077960485,1,0,0
269.0641384138056,67.06754135812774,88.47116379163413,269.0641384138056,1,0,0
166.0830295477685,56.721295286028436,72.04100631336475,166.0830295477685,1,0,0
349.91157232155876,73.78812333154666,99.31185673003907,349.91157232155876,1,0,0
264.3685679616463,66.5995813497737,87.72745920454878,264.3685679616463,1,0,0
195.8865359595299,59.50291818215007,76.48587053749581,195.8865359595299,1,0,0
87.14337190871439,51.00150699853596,62.70546866465607,87.14337190871439,1,0,0
271.3170053886574,67.28946071777109,88.82419255494652,271.3170053886574,1,0,0
255.4411008476807,65.69176796429173,86.28714282445824,255.4411008476807,1,0,0
258.3059514024415,65.98544641072569,86.75277423057346,258.3059514024415,1,0,0
264.223586018853,66.58502086492489,87.70433382690406,264.223586018853,1,0,0
165.88490291905646,56.70399729153125,72.0132078694564,165.88490291905646,1,0,0
217.16309115824308,61.67314787117386,79.92820219930023,217.16309115824308,1,0,0
179.07783379586533,57.89109889797977,73.9160434764716,179.07783379586533,1,0,0
280.67372003113434,68.19159166150723,90.26187402889404,280.67372003113434,1,0,0
245.5831814169482,64.66754878481777,84.66504571873548,245.5831814169482,1,0,0
213.96716106573913,61.340217531897174,79.40104252236321,213.96716106573913,1,0,0
161.45334615245284,56.32132827438745,71.39767265041965,161.45334615245284,1,0,0
211.57455416758046,61.09227438301417,79.00827986309861,211.57455416758046,1,0,0
213.28853932999098,61.269772255045595,79.28946720161358,213.28853932999098,1,0,0
258.3854021395755,65.99356105216799,86.76564405936017,258.3854021395755,1,0,0
247.18535178583699,64.8352232502493,84.93043863059117,247.18535178583699,1,0,0
286.52940754875806,68.73912893900236,91.13670655291384,286.52940754875806,1,0,0
229.48720405636436,62.96981030969862,81.97963335469869,229.48720405636436,1,0,0
180.0282976573589,57.97935399650722,74.05713688886833,180.0282976573589,1,0,0
256.2533619646043,65.77524195225119,86.41946450766969,256.2533619646043,1,0,0
262.6903848002023,66.43065071567534,87.45921068837677,262.6903848002023,1,0,0
238.84957337741994,63.95928375397836,83.54448298004802,238.84957337741994,1,0,0
264.1785681734665,66.5804984235037,87.69715133071978,264.1785681734665,1,0,0
231.75020695225138,63.20906582349554,82.35800385423191,231.75020695225138,1,0,0
234.78234419825344,63.52967364644304,82.86502422641604,234.78234419825344,1,0,0
224.758115325906,62.4705251332534,81.18994766203234,224.758115325906,1,0,0
134.81354194026886,54.18834510310623,67.94474364573293,134.81354194026886,1,0,0
176.94630419476704,57.69449365993132,73.60155405627604,176.94630419476704,1,0,0
141.04048780882835,54.661928677708545,68.71481423682602,141.04048780882835,1,0,0
247.0555051307361,64.82164907943859,84.90895165717869,247.0555051307361,1,0,0
211.9854823967055,61.13477241832233,79.07561162950441,211.9854823967055,1,0,0
233.29765824044816,63.372699430111844,82.61677823982193,233.29765824044816,1,0,0
292.4294262533878,69.27688929418618,91.99776845179497,292.4294262533878,1,0,0
203.53992232268808,60.26954439224747,77.70371112145763,203.53992232268808,1,0,0
222.9127329274454,62.27614940767074,80.88245696728237,222.9127329274454,1,0,0
261.9424916801573,66.35509454515592,87.33926942553543,261.9424916801573,1,0,0
200.58659119950914,59.97155702792186,77.23062317949807,200.58659119950914,1,0,0
167.01659011879326,56.80302078988101,72.17231211927363,167.01659011879326,1,0,0
208.92897991684984,60.81958591750654,78.57612533186638,208.92897991684984,1,0,0
189.19060373885225,58.84822330286519,75.44373654129336,189.19060373885225,1,0,0
300.4223394116954,69.98262081660484,93.13081943577419,300.4223394116954,1,0,0
270.05523768325946,67.16538445154679,88.62678379384789,270.05523768325946,1,0,0
246.71598015419485,64.78614242587291,84.85274875326837,246.71598015419485,1,0,0
282.5925587816024,68.37250305192447,90.55072643486157,282.5925587816024,1,0,0
269.30879473143824,67.09172526857145,88.5096243166258,269.30879473143824,1,0,0
193.8360325611185,59.300755336695104,76.16429398280262,193.8360325611185,1,0,0
287.97825537726436,68.8724942120141,91.35007400961497,287.97825537726436,1,0,0
236.52863691262408,63.714228474429,83.1568977592819,236.52863691262408,1,0,0
269.9402344653599,67.1540482898291,88.60875128213208,269.9402344653599,1,0,0
288.9719133728354,68.96346902187788,91.4956880820767,288.9719133728354,1,0,0
212.4270831306446,61.180483244695935,79.14802821989859,212.4270831306446,1,0,0
177.53727440673052,57.74881947475144,73.68847821573765,177.53727440673052,1,0,0
200.45823684004972,59.95866571478585,77.21014892485428,200.45823684004972,1,0,0
224.71176980572875,62.465639658984436,81.1822196432752,224.71176980572875,1,0,0
271.76509610596554,67.3333905676113,88.89410387444218,271.76509610596554,1,0,0
280.1474326539185,68.14172228167408,90.18228361933134,280.1474326539185,1,0,0
94.76211006807469,51.464102383112134,63.47253337600759,94.76211006807469,1,0,0
233.52569023870203,63.3968113842985,82.65490964082689,233.52569023870203,1,0,0
223.67117408032996,62.355996937595734,81.00877617296655,223.67117408032996,1,0,0
199.58231269157108,59.870828226639496,77.07062553228187,199.58231269157108,1,0,0
180.09643680906677,57.985694884652034,74.0672722026337,180.09643680906677,1,0,0
214.7572983892644,61.42235322491047,79.53111872363378,214.7572983892644,1,0,0
306.4524786293713,70.49758927656373,93.95994057988169,306.4524786293713,1,0,0
213.05193397341236,61.24523303495861,79.25059767125123,213.05193397341236,1,0,0
234.368782099436,63.485952564844155,82.7958811940448,234.368782099436,1,0,0
254.95799818252914,65.64204550623165,86.20833348489353,254.95799818252914,1,0,0
217.74902121918137,61.734379709638056,80.02513076565506,217.74902121918137,1,0,0
326.9143192636325,72.13540020593962,96.61139799540045,326.9143192636325,1,0,0
318.57645421381704,71.48805891147083,95.5606517085,318.57645421381704,1,0,0
203.88728739880773,60.30476085054306,77.75959889806936,203.88728739880773,1,0,0
232.11184525513968,63.24730685235301,82.41847920315395,232.11184525513968,1,0,0
210.32882839283948,60.96367133442102,78.8044973883058,210.32882839283948,1,0,0
208.30105009173135,60.755106969712344,78.47390746047155,208.30105009173135,1,0,0
145.70400323466066,55.02636869670867,69.30603449995263,145.70400323466066,1,0,0
244.06259109965174,64.50806701833895,84.41266552302311,244.06259109965174,1,0,0
232.68056496634188,63.30744612428105,82.5135849119704,232.68056496634188,1,0,0
155.35619521166313,55.80805624298014,70.57027516265721,155.35619521166313,1,0,0
207.49964774759536,60.672957641806555,78.34365808415355,207.49964774759536,1,0,0
292.6528330812327,69.29697265086504,92.02996345626623,292.6528330812327,1,0,0
202.15953728166838,60.12994309967441,77.48212128509194,202.15953728166838,1,0,0
185.8701770131195,58.52961893357245,74.93578617188292,185.8701770131195,1,0,0
231.29527092535363,63.160960565287134,82.28192877068852,231.29527092535363,1,0,0
347.14349915879876,73.59891692458785,99.0013476253081,347.14349915879876,1,0,0
202.5168579933232,60.16602629820852,77.53940339727806,202.5168579933232,1,0,0
251.1923214830694,65.25266612898199,85.59141171463781,251.1923214830694,1,0,0
262.810678540359,66.44278801753194,87.47848002772338,262.810678540359,1,0,0
201.8820032290837,60.101943062759545,77.43766774570749,201.8820032290837,1,0,0
258.2012294444768,65.9747481718175,86.73580714956216,258.2012294444768,1,0,0
218.21772485350184,61.783400638328054,80.10272452433917,218.21772485350184,1,0,0
246.59229073842394,64.77320279186979,84.83226741090104,246.59229073842394,1,0,0
246.73017976413215,64.78762774957409,84.85509979997101,246.73017976413215,1,0,0
236.15290976196528,63.67453015999513,83.0941135523057,236.15290976196528,1,0,0
171.68072776528388,57.21671801141167,72.83624863436448,171.68072776528388,1,0,0
274.9388005295311,67.6424880672803,89.38628264445059,274.9388005295311,1,0,0
212.7614295534973,61.21511953984109,79.20289654301679,212.7614295534973,1,0,0
193.8271116862032,59.299878970269056,76.16289954381567,193.8271116862032,1,0,0
148.61174389337214,55.25792557960348,69.68107719846245,148.61174389337214,1,0,0
242.02536627059706,64.29393860816964,84.0738676361083,242.02536627059706,1,0,0
251.8399412115092,65.31984813319596,85.69782441074749,251.8399412115092,1,0,0
122.06899271691859,53.263556098434776,66.4349095604723,122.06899271691859,1,0,0
233.66669862366174,63.41172119558935,82.6784885266988,233.66669862366174,1,0,0
200.2433844645713,59.93709831133501,77.17589361466456,200.2433844645713,1,0,0
248.05199218432793,64.92575102859476,85.07374715649756,248.05199218432793,1,0,0
191.66752586686155,59.08854841711883,75.8265296620976,191.66752586686155,1,0,0
253.4604115246862,65.48756459220414,85.96352910184775,253.4604115246862,1,0,0
220.32971141506508,62.00469778881167,80.45295542815852,220.32971141506508,1,0,0
303.4783428384801,70.2454746578182,93.5537693106879,303.4783428384801,1,0,0
184.26552053046083,58.377147484222746,74.69250141400875,184.26552053046083,1,0,0
215.16024665042553,61.46428610835079,79.59752070705194,215.16024665042553,1,0,0
178.45205322688807,57.83318950641724,73.8234372357089,178.45205322688807,1,0,0
298.42344913396926,69.80860374266678,92.8511002020559,298.42344913396926,1,0,0
284.00892103957176,68.50511337381455,90.76258283605337,284.00892103957176,1,0,0
204.73679423831692,60.39102890460728,77.89648546121605,204.73679423831692,1,0,0
249.76218361296515,65.10401339738064,85.35599263063655,249.76218361296515,1,0,0
271.625478983639,67.31971035463528,88.87233175596906,271.625478983639,1,0,0
238.20449615771557,63.89120674783025,83.43680641426687,238.20449615771557,1,0,0
235.50880591807672,63.60646229753626,82.98646374517018,235.50880591807672,1,0,0
202.48786426966169,60.163097031803936,77.53475336985568,202.48786426966169,1,0,0
172.58287094414038,57.29776988854289,72.966186742643,172.58287094414038,1,0,0
289.2947155736981,68.99293709943544,91.54286623612275,289.2947155736981,1,0,0
290.2321058854015,69.07826955886149,91.67951520123471,290.2321058854015,1,0,0
246.6819084403029,64.78257828897837,84.84710727114022,246.6819084403029,1,0,0
214.92270600584686,61.439562704045656,79.55837093848967,214.92270600584686,1,0,0
216.1033545607765,61.5625477234349,79.75310552667827,216.1033545607765,1,0,0
257.9029202641385,65.94425759419464,86.68745210498182,257.9029202641385,1,0,0
289.26429265104036,68.99016164902238,91.53842251855795,289.26429265104036,1,0,0
286.4959320918466,68.73603755576526,91.13176208100765,286.4959320918466,1,0,0
265.51958407961115,66.71494588860521,87.91071512732057,265.51958407961115,1,0,0
247.69353869726154,64.88832272233701,85.01449489393111,247.69353869726154,1,0,0
169.61282676669026,57.032193198919664,72.5402577587191,169.61282676669026,1,0,0
189.26981217712404,58.855873851898906,75.45592706465004,189.26981217712404,1,0,0
289.68319349429214,69.02834442050795,91.59956064695325,289.68319349429214,1,0,0
243.71823469032603,64.47190761669546,84.35544883351452,243.71823469032603,1,0,0
103.78390347350916,52.033128090384984,64.4129338148239,103.78390347350916,1,0,0
175.1243192879091,57.52789529548999,73.33486824670057,175.1243192879091,1,0,0
250.17354259581396,65.14681172107952,85.42376635827455,250.17354259581396,1,0,0
84.21331291294283,50.82775732082138,62.41676009672526,84.21331291294283,1,0,0
189.11009714321298,58.8404497411032,75.43134969040727,189.11009714321298,1,0,0
237.51985875262528,63.81892515492582,83.32248339922447,237.51985875262528,1,0,0
253.57788163185106,65.49970039831842,85.98275816835695,253.57788163185106,1,0,0
248.83160368352526,65.0070788464558,85.20250618096905,248.83160368352526,1,0,0
199.90911618461632,59.90357208258499,77.1226404432638,199.90911618461632,1,0,0
256.11711569832966,65.76125150044989,86.39728557674042,256.11711569832966,1,0,0
201.82579012312084,60.09627459173747,77.4286679733469,201.82579012312084,1,0,0
213.31434521945982,61.27244937238885,79.29370759936255,213.31434521945982,1,0,0
260.67324004121195,66.22649661471236,87.13517652020897,260.67324004121195,1,0,0
248.56342703499084,64.97911506063059,85.15823205647749,248.56342703499084,1,0,0
277.69902553049917,67.90832186919114,89.80996953376913,277.69902553049917,1,0,0
249.48606876849675,65.07526824451467,85.31047529236713,249.48606876849675,1,0,0
239.59847974804003,64.0382801163551,83.6694355592007,239.59847974804003,1,0,0
172.76319614474016,57.31401102697831,72.99221825679157,172.76319614474016,1,0,0
218.2101448962399,61.78260758890733,80.10146926628582,218.2101448962399,1,0,0
205.72128488941917,60.491254697665504,78.05548647363572,205.72128488941917,1,0,0
202.79233083791615,60.19386990612246,77.58360175679579,202.79233083791615,1,0,0
328.22155844565043,72.23447278484193,96.77254393432571,328.22155844565043,1,0,0
221.02985293000512,62.07819587759624,80.56925757837142,221.02985293000512,1,0,0
287.8365825970362,68.85949072230794,91.32926504992368,287.8365825970362,1,0,0
246.460965696664,64.75946176213745,84.81051793154474,246.460965696664,1,0,0
267.85963278465863,66.94818505832535,88.28138622700456,267.85963278465863,1,0,0
232.67617368576848,63.306981769526146,82.51285056989106,232.67617368576848,1,0,0
240.5179625211641,64.1352068090138,83.82275766017457,240.5179625211641,1,0,0
231.61635281614562,63.19491178636783,82.33562026672216,231.61635281614562,1,0,0
195.31035918445244,59.44596694516336,76.39529858385687,195.31035918445244,1,0,0
257.4436271130037,65.89726743420894,86.61293632684408,257.4436271130037,1,0,0
207.7759187514342,60.701259045709094,78.38853293363344,207.7759187514342,1,0,0
133.50374754571544,54.090587134545345,67.78552652527478,133.50374754571544,1,0,0
248.0862444286958,64.92932637568728,85.07940739150101,248.0862444286958,1,0,0
192.1654422207211,59.137126598791546,75.90386990410698,192.1654422207211,1,0,0
305.2364986008509,70.39495167439308,93.7945252947168,305.2364986008509,1,0,0
312.65268429685966,71.01153060144946,94.78950678413648,312.65268429685966,1,0,0
294.84290572121097,69.49276458875921,92.34397803914182,294.84290572121097,1,0,0
218.484797513572,61.811348654269544,80.1469605831863,218.484797513572,1,0,0
119.92486184599356,53.11359325352057,66.18929322182834,119.92486184599356,1,0,0
299.8580720125435,69.93366483751936,93.05210364612715,299.8580720125435,1,0,0
224.82689347512883,62.47777566329606,81.20141676646828,224.82689347512883,1,0,0
322.0330724269155,71.75969820540129,96.00111349187067,322.0330724269155,1,0,0
319.498092773269,71.56094449773909,95.67877164738711,319.498092773269,1,0,0
278.48651476384055,67.98364046037172,89.9300823560126,278.48651476384055,1,0,0
209.52371550780364,60.88074478005745,78.67306821762656,209.52371550780364,1,0,0
220.1488239905016,61.985719428785714,80.42292300909233,220.1488239905016,1,0,0
278.09486561677096,67.94621094157172,89.8703884498302,278.09486561677096,1,0,0
212.29643549301173,61.16695534863849,79.12659745565233,212.29643549301173,1,0,0
190.76748647166852,59.00096365624971,75.68705786498526,190.76748647166852,1,0,0
238.3742247953983,63.90912149643652,83.46514159158463,238.3742247953983,1,0,0
303.21621318111886,70.22307947041061,93.51771332302572,303.21621318111886,1,0,0
254.0875077291556,65.5523139127556,86.06612849186224,254.0875077291556,1,0,0
239.7855866265317,64.05800968423615,83.70064372960267,239.7855866265317,1,0,0
173.84530296709488,57.41175171169222,73.1488404263742,173.84530296709488,1,0,0
244.66277886298607,64.57105332533101,84.51233650715268,244.66277886298607,1,0,0
358.5346294003806,74.36167691587593,100.25535372467766,358.5346294003806,1,0,0
184.83146340455693,58.430809268265534,74.77813975490702,184.83146340455693,1,0,0
234.32044048813762,63.48084170786419,82.78779862551755,234.32044048813762,1,0,0
284.0172161997049,68.50588769232964,90.7638201899453,284.0172161997049,1,0,0
259.8870199214615,66.14660963496154,87.00842123253489,259.8870199214615,1,0,0
254.20960906546998,65.56491085350552,86.08609050397203,254.20960906546998,1,0,0
254.89096727563341,65.63514211187214,86.19739228544397,254.89096727563341,1,0,0
217.27973414610994,61.68533300973074,79.94749157792138,217.27973414610994,1,0,0
209.41562463626073,60.86962308033116,78.65544004995839,209.41562463626073,1,0,0
270.26582745930057,67.18613107118703,88.65978714988023,270.26582745930057,1,0,0
270.3940192395902,67.19875264596793,88.6798663205996,270.3940192395902,1,0,0
281.5718960372216,68.27645204525763,90.39734248569599,281.5718960372216,1,0,0
294.28950416478375,69.44347704458289,92.26490456728337,294.28950416478375,1,0,0
233.5880423467068,63.4034043456712,82.66533597123937,233.5880423467068,1,0,0
232.55879534325052,63.294569609723005,82.49322167632197,232.55879534325052,1,0,0
268.4236387511019,67.00413354595624,88.37033680322294,268.4236387511019,1,0,0
248.60150433278534,64.98308629609618,85.16451947871109,248.60150433278534,1,0,0
254.82621680150396,65.62847257380851,86.18682185731186,254.82621680150396,1,0,0
268.01777098541316,66.96388275893848,88.30634204687388,268.01777098541316,1,0,0
287.2782536147577,68.80816532078133,91.24714173357393,287.2782536147577,1,0,0
214.8017622932207,61.42697886726181,79.53844376533132,214.8017622932207,1,0,0
219.0920028022067,61.87493030435954,80.24759218989797,219.0920028022067,1,0,0
172.85961033588322,57.322700121139135,73.006144513122,172.85961033588322,1,0,0
240.66563434721073,64.15076659935202,83.84737160360518,240.66563434721073,1,0,0
144.95001673892375,54.9668708466316,69.20959309296235,144.95001673892375,1,0,0
228.791555760694,62.89629085685735,81.86336240400988,228.791555760694,1,0,0
236.87681360807238,63.75101002094627,83.21506977033987,236.87681360807238,1,0,0
208.51924382875734,60.77750118018657,78.50941024505143,208.51924382875734,1,0,0
242.01890332004393,64.29325854413528,84.07279172588112,242.01890332004393,1,0,0
140.16371391342398,54.59435344932806,68.60505862892173,140.16371391342398,1,0,0
146.06495903476113,55.05493133211548,69.35232132006736,146.06495903476113,1,0,0
272.5825249951637,67.41334738440533,89.02137385100089,272.5825249951637,1,0,0
217.35921823715404,61.69363762135565,79.96063781620103,217.35921823715404,1,0,0
181.85658926104463,58.150129425431004,74.33001935211242,181.85658926104463,1,0,0
234.7309702918416,63.524242718874625,82.85643541456834,234.7309702918416,1,0,0
264.0342777217063,66.56599897920923,87.6741240139447,264.0342777217063,1,0,0
198.6185020983458,59.77445595407009,76.9175083847667,198.6185020983458,1,0,0
245.53774433191052,64.66278795505978,84.65751108178262,245.53774433191052,1,0,0
170.02985674745614,57.069264196426325,72.59974146547103,170.02985674745614,1,0,0
155.4699498256841,55.817492964852406,70.58550623528937,155.4699498256841,1,0,0
235.68792779675587,63.62539320291163,83.01640289716066,235.68792779675587,1,0,0
236.66490244519727,63.72862432724553,83.17966548959797,236.66490244519727,1,0,0
247.17090221454,64.83371282615887,84.92804771607224,247.17090221454,1,0,0
257.9207771179832,65.94608342068796,86.69034759907758,257.9207771179832,1,0,0
331.5012538476417,72.48021135637387,97.17264083586205,331.5012538476417,1,0,0
234.10766608674598,63.45834581136881,82.75222255048051,234.10766608674598,1,0,0
213.0224356184328,61.242174457610325,79.24575285251974,213.0224356184328,1,0,0
267.9199757728853,66.95417602364353,88.29091038726449,267.9199757728853,1,0,0
206.47276060899026,60.56793474879643,78.1771105302309,206.47276060899026,1,0,0
225.97685706674662,62.59906051590074,81.39326130387704,225.97685706674662,1,0,0
167.57028812079994,56.851662678767006,72.2504403403341,167.57028812079994,1,0,0
134.7341036513257,54.18239796699535,67.93506017163169,134.7341036513257,1,0,0
318.7323999090849,71.50041504579458,95.58067305931533,318.7323999090849,1,0,0
275.0686025097456,67.6550523460268,89.40629918233499,275.0686025097456,1,0,0
254.08062995273193,65.55160424577376,86.06500391620786,254.08062995273193,1,0,0
222.75794376712932,62.25986076668906,80.85668729029396,222.75794376712932,1,0,0
191.4712932641129,59.06942775081312,75.7960848293399,191.4712932641129,1,0,0
188.2478823935109,58.75734652901815,75.29890805239012,188.2478823935109,1,0,0
203.67281450353062,60.28301316227777,77.72508631318726,203.67281450353062,1,0,0
237.57197341458777,63.82442823296317,83.33118712277944,237.57197341458777,1,0,0
256.42655990726075,65.793020179964,86.44764903617832,256.42655990726075,1,0,0
249.78707098576373,65.10660361890946,85.3600942832496,249.78707098576373,1,0,0
207.66711000869532,60.69011028392797,78.37085570614232,207.66711000869532,1,0,0
313.2469439451793,71.05996954240035,94.86780543520179,313.2469439451793,1,0,0
259.49678079611124,66.1068942781952,86.94541397840197,259.49678079611124,1,0,0
238.11474606636395,63.88173291892426,83.42182206651692,238.11474606636395,1,0,0
244.30001060254617,64.53298853849714,84.45210116309289,244.30001060254617,1,0,0
223.90665683699478,62.380799846998485,81.04801297368704,223.90665683699478,1,0,0
203.3209371576977,60.24736104336768,77.66850426818185,203.3209371576977,1,0,0
216.8788870878298,61.64346791560505,79.88121683937216,216.8788870878298,1,0,0
262.2690614460247,66.38810659437955,87.3916715592698,262.2690614460247,1,0,0
117.75008219020515,52.9630796375247,65.94254978468955,117.75008219020515,1,0,0
179.13047779108695,57.89597770018176,73.92384448636552,179.13047779108695,1,0,0
152.10409741272176,55.54049736471815,70.13812507451127,152.10409741272176,1,0,0
148.57878807811198,55.255282338523635,69.67679866471431,148.57878807811198,1,0,0
279.0055543247897,68.03315467699578,90.00906137593645,279.0055543247897,1,0,0
255.03815740438444,65.65029957412992,86.2214155519158,255.03815740438444,1,0,0
229.69294042696995,62.99155674170756,82.01402489454927,229.69294042696995,1,0,0
174.04449265920377,57.429795620562956,73.17774738129604,174.04449265920377,1,0,0
231.5218856173001,63.1849227065632,82.3198232460714,231.5218856173001,1,0,0
229.61921574999838,62.983763854282266,82.00170062184533,229.61921574999838,1,0,0
191.45432601503242,59.06777513169158,75.79345336420164,191.45432601503242,1,0,0
225.43190263902034,62.54157209080501,81.30232963407855,225.43190263902034,1,0,0
221.62172905608995,62.14037702690363,80.66764563526228,221.62172905608995,1,0,0
244.7560015742282,64.5808322003767,84.5278113924891,244.7560015742282,1,0,0
246.90666447050387,64.80608595381271,84.88431674294986,246.90666447050387,1,0,0
151.6613748279508,55.50440461253816,70.07978409949877,151.6613748279508,1,0,0
218.9836416492642,61.86357957408439,80.22962775241703,218.9836416492642,1,0,0
245.8691681561835,64.69750713276713,84.7124596394759,245.8691681561835,1,0,0
232.72845082464616,63.31250979699852,82.52159272963172,232.72845082464616,1,0,0
279.2257399464264,68.05412841456936,90.04252026978111,279.2257399464264,1,0,0
249.61180342443578,65.08835970600731,85.33120511195352,249.61180342443578,1,0,0
189.52255456664778,58.88030108057406,75.49484778821066,189.52255456664778,1,0,0
164.48749086560827,56.582453323428815,71.81782013182095,164.48749086560827,1,0,0
247.73769764275335,64.89293479203589,85.02179604774545,247.73769764275335,1,0,0
136.05271895138208,54.28142117389927,68.09625270744343,136.05271895138208,1,0,0
241.4722420956558,64.23572018996587,83.98176400304179,241.4722420956558,1,0,0
305.1257501821247,70.38557349485231,93.77941514664067,305.1257501821247,1,0,0
240.364690554879,64.11905485026676,83.79720724439669,240.364690554879,1,0,0
220.48793979137187,62.02130238712521,80.47923100277785,220.48793979137187,1,0,0
247.83676428461348,64.903280370764,85.03817381019967,247.83676428461348,1,0,0
228.0178515949752,62.81454542327906,81.73407900741702,228.0178515949752,1,0,0
237.1905085044074,63.78414366315407,83.26747310983805,237.1905085044074,1,0,0
305.7295765054728,70.43664429894798,93.86170893601216,305.7295765054728,1,0,0
220.25985762572915,61.99736834296847,80.44135697134314,220.25985762572915,1,0,0
317.620991552556,71.41214427491892,95.43767201143218,317.620991552556,1,0,0
